"Publication Number";"Publication Year";"Earliest Priority Year";"Application Year";"DWPI Class";"Assignee/Applicant First";"Inventor - w/address";"Inventor - DWPI";"Inventor Count";"Publication Country Code";"Publication Kind Code";"Publication Date";"Estimated Remaining Life";"Dead/Alive";"Publication Month";"Application Date";"Application Month";"Priority Date";"Priority Month";"Priority Year(s)";"Related Applications";"IPC - Current - DWPI";"IPC Class - DWPI";"IPC Class Group - DWPI";"IPC Section - DWPI";"IPC Subclass - DWPI";"IPC Subgroup - DWPI";"CPC - Current - DWPI";"CPC - Current Primary - DWPI";"CPC - Original Primary - DWPI";"CPC Class - DWPI";"DWPI Manual Codes";"Cited Refs - Patent";"Count of Cited Refs - Patent";"Count of Cited Refs - Non-patent";"Citing Patents";"Count of Citing Patents";"Designated States";"Language of Publication";"DWPI Family Members Dead/Alive";"INPADOC Family ID";"Item Number";"Strategic Importance";"Probability of Grant";"Domain Influence";"Combined Patent Impact";"Probability of Early Lapse"
"US10176474B2";2019;2008;2014;"T01 E |  T05 E |  W01 E";"PAYPAL INC.,San Jose,CA,US";"Wong Catherine A.,San Ramon,CA,US";"WONG C A";1;"US";"B2";2019-01-08;"3682 Days , (10 Years)";"Alive";"01";2014-10-09;"10";"2008-12-02 | 2009-03-30 | 2012-03-29 | 2013-12-02";"12 | 03 | 03 | 12 | 12 | 03 | 03 | 12 | 10";"2008 | 2009 | 2012 | 2013 | 2014";"US14511115A,2014-10-09 | US2008119328P,2008-12-02 | US14094678A,2013-12-02 | US13433792A,2012-03-29 | US2009414562A,2009-03-30";"G06Q002022 | G06Q002032 | G06Q002040 | G06Q003000 | G06Q003002 | G06Q003006";"G06";"G06Q0020, G06Q0030";"G";"G06Q";"G06Q002022, G06Q002032, G06Q002040, G06Q003000, G06Q003002, G06Q003006";"G06Q00203274 | G06Q002022 | G06Q0020322 | G06Q002040 | G06Q003000 | G06Q00300222 | G06Q003006";"G06Q00203274";"G06Q0020322 | G06Q00203274";"G06";"T01-J05A1 | T01-N01A1 | T01-S03 | T05-L01C1 | T05-L01D | W01-C01D3C | W01-C01G8 | W01-C01P2";"WO2003023674A1 | US20060111967A1 | CN1648950A | JP2008040890A | KR2002065746A | EP1922623A2 | US20080103968A1 | US20080210754A1 | US20020023027A1 | US20090057393A1 | US20090271265A1 | CN1722163A | WO2003048881A2 | US20100262543A1 | US20080133366A1 | KR2002035292A | US8548908B2 | US20030028481A1 | US20090043702A1 | US6925439B1 | US20030233276A1 | US20100042517A1 | WO2002007046A2 | US7909243B2 | US20060080111A1 | EP1551140A1 | WO2002015062A2 | US6199048B1 | US7810720B2 | US20010051915A1 | KR2003038583A | KR2007115203A | WO2019022623A1";33;3;NA;0;NA;"EN";"US20150095234A1 Alive | US10176474B2 Alive";"20100603US20100138344A1";588;277;"100.0";762;693;290
"US9589263B2";2017;2014;2014;"T01 E";"PayPal Inc.,San Jose,CA,US";"Griffin Kent,Mountain View,CA,US";"GRIFFIN K";1;"US";"B2";2017-03-07;"5433 Days , (14 Years, 10 Months)";"Alive";"03";2014-06-27;"06";"2014-06-27";"06 | 06";"2014";"US14317626A,2014-06-27";"G06Q002010 | G06Q002012 | G06Q002020 | G06Q002032 | G06Q002038";"G06";"G06Q0020";"G";"G06Q";"G06Q002010, G06Q002012, G06Q002020, G06Q002032, G06Q002038";"G06Q0020405 | G06Q002010 | G06Q002012 | G06Q002020 | G06Q0020322 | G06Q00203224 | G06Q00203226 | G06Q0020327 | G06Q0020385";"G06Q0020405";"G06Q0020327 | G06Q0020385";"G06";"T01-N01A1 | T01-N02B1B | T01-S03";"US20140344151A1 | US20120101887A1 | US20140344082A1 | US20140364148A1 | US20140188708A1";5;0;"US10332096B2";1;NA;"EN";"US20150379506A1 Alive | US9589263B2 Alive";"20151231US20150379506A1";589;63;"100.0";1204;1131;316
"WO2016144401A1";2016;2015;2015;"T01 E |  W01 E";"PAYPAL INC.,US";"BATLLE Eduardo Alfonso,US";"BATLLE E A";1;"WO";"A1";2016-09-15;NA;"Dead";"09";2015-12-02;"12";"2015-03-10";"03 | 03";"2015";"US14644098A,2015-03-10";"G06Q002032";"G06";"G06Q0020";"G";"G06Q";"G06Q002032";"G06Q00203255";"G06Q00203255";"G06Q00203255";"G06";"T01-J12 | T01-N01A1 | T01-N01D1B | T01-N01D3 | T01-S03 | W01-C02B7F";"US20070203836A1 | US20140244493A1 | US20110137797A1 | US20150006391A1 | US20140214661A1";5;0;NA;0;"XX N AE;AG;AL;AM;AO;AT;AU;AZ;BA;BB;BG;BH;BN;BR;BW;BY;BZ;CA;CH;CL;CN;CO;CR;CU;CZ;DE;DK;DM;DO;DZ;EC;EE;EG;ES;FI;GB;GD;GE;GH;GM;GT;HN;HR;HU;ID;IL;IN;IR;IS;JP;KE;KG;KN;KP;KR;KZ;LA;LC;LK;LR;LS;LU;LY;MA;MD;ME;MG;MK;MN;MW;MX;MY;MZ;NA;NG;NI;NO;NZ;OM;PA;PE;PG;PH;PL;PT;QA;RO;RS;RU;RW;SA;SC;SD;SE;SG;SK;SL;SM;ST;SV;SY;TH;TJ;TM;TN;TR;TT;TZ;UA;UG;US;UZ;VC;VN;ZA;ZM;ZW |  EP R AL;AT;BE;BG;CH;CY;CZ;DE;DK;EE;ES;FI;FR;GB;GR;HR;HU;IE;IS;IT;LT;LU;LV;MC;MK;MT;NL;NO;PL;PT;RO;RS;SE;SI;SK;SM;TR |  OA R BF;BJ;CF;CG;CI;CM;GA;GN;GQ;GW;KM;ML;MR;NE;SN;TD;TG |  AP R BW;GH;GM;KE;LR;LS;MW;MZ;NA;RW;SD;SL;ST;SZ;TZ;UG;ZM;ZW |  EA R AM;AZ;BY;KG;KZ;RU;TJ;TM";"EN";"US20160267462A1 Indeterminate | WO2016144401A1 Dead";"20160915US20160267462A1";590;10;"0.51";174;162;NA
"WO2016133576A1";2016;2015;2015;"T01 E";"PAYPAL INC.,US";"HWANG Michael,US | VOEGE Michael,US | MCKAY Michael,US";"HWANG M | MCKAY M | VOEGE M";3;"WO";"A1";2016-08-25;NA;"Dead";"08";2015-12-02;"12";"2015-02-20";"02 | 02";"2015";"US14628174A,2015-02-20";"G06K0019073 | G06Q002032 | G06Q002038 | G06Q002040";"G06";"G06K0019, G06Q0020";"G";"G06K, G06Q";"G06K0019073, G06Q002032, G06Q002038, G06Q002040";"G06Q00204014 | G06K001907309 | G06Q002032 | G06Q00203278 | G06Q00203829 | G06Q0020405";"G06Q00204014";"G06Q00204014";"G06";"T01-N01A1 | T01-N02B1B";"US20150039494A1 | US20130066788A1 | US20070120687A1";3;0;"EP3537361A1 | WO2018156530A1";2;"XX N AE;AG;AL;AM;AO;AT;AU;AZ;BA;BB;BG;BH;BN;BR;BW;BY;BZ;CA;CH;CL;CN;CO;CR;CU;CZ;DE;DK;DM;DO;DZ;EC;EE;EG;ES;FI;GB;GD;GE;GH;GM;GT;HN;HR;HU;ID;IL;IN;IR;IS;JP;KE;KG;KN;KP;KR;KZ;LA;LC;LK;LR;LS;LU;LY;MA;MD;ME;MG;MK;MN;MW;MX;MY;MZ;NA;NG;NI;NO;NZ;OM;PA;PE;PG;PH;PL;PT;QA;RO;RS;RU;RW;SA;SC;SD;SE;SG;SK;SL;SM;ST;SV;SY;TH;TJ;TM;TN;TR;TT;TZ;UA;UG;US;UZ;VC;VN;ZA;ZM;ZW |  EP R AL;AT;BE;BG;CH;CY;CZ;DE;DK;EE;ES;FI;FR;GB;GR;HR;HU;IE;IS;IT;LT;LU;LV;MC;MK;MT;NL;NO;PL;PT;RO;RS;SE;SI;SK;SM;TR |  OA R BF;BJ;CF;CG;CI;CM;GA;GN;GQ;GW;KM;ML;MR;NE;SN;TD;TG |  AP R BW;GH;GM;KE;LR;LS;MW;MZ;NA;RW;SD;SL;ST;SZ;TZ;UG;ZM;ZW |  EA R AM;AZ;BY;KG;KZ;RU;TJ;TM";"EN";"US20160247156A1 Alive | WO2016133576A1 Dead";"20160825US20160247156A1";591;10;"0.5";358;319;NA
"US10304050B2";2019;2013;2013;"T01 E |  W01 E";"PAYPAL INC.,San Jose,CA,US";"Vakklaganti Suhil Srinivas,San Jose,CA,US";"VAKKLAGANTI S S";1;"US";"B2";2019-05-28;"5605 Days , (15 Years, 4 Months)";"Alive";"05";2013-02-13;"02";"2013-02-13";"02 | 02";"2013";"US13766212A,2013-02-13";"G06Q002032 | G06Q002034 | G06Q002040";"G06";"G06Q0020";"G";"G06Q";"G06Q002032, G06Q002034, G06Q002040";"G06Q00203278 | G06Q0020352 | G06Q00204016 | G06Q0020407";"G06Q00203278";"G06Q00203278";"G06";"T01-N01A1 | T01-N01D3 | T01-N02A3 | T01-N02B1B | T01-S03 | W01-C01D3C | W01-C01G8 | W01-C01P2 | W01-C01R | W01-C05B6";"US20050216354A1 | US20070073619A1 | US7128774B2 | US20140317715A1 | WO1997CH237A1 | US8571937B2 | WO2005086102A1 | IN1997CH237A";8;1;NA;0;NA;"EN";"US20140229377A1 Alive | US10304050B2 Alive";"20140814US20140229377A1";592;277;"100.0";394;381;271
"US10579983B2";2020;2015;2015;"T01 E";"PAYPAL INC.,San Jose,CA,US";"Metral Max Edward,Brookline,MA,US";"METRAL M E";1;"US";"B2";2020-03-03;"6327 Days , (17 Years, 3 Months)";"Alive";"03";2015-12-30;"12";"2015-03-11";"03 | 03 | 12";"2015";"US62131462P,2015-03-11 | US14984881A,2015-12-30";"G06Q002002 | G06Q002032 | G06Q002038 | G06Q002040 | G06Q003000 | G06Q003006";"G06";"G06Q0020, G06Q0030";"G";"G06Q";"G06Q002002, G06Q002032, G06Q002038, G06Q002040, G06Q003000, G06Q003006";"G06Q0020322 | G06Q002002 | G06Q00203224 | G06Q00203278 | G06Q00203829 | G06Q00204014 | G06Q003001 | G06Q222000";"G06Q0020322";"G06Q0020322 | G06Q00203278";"G06";"T01-J05A | T01-S03";"US6065120A | US20140108260A1 | US20130191232A1 | US20130080276A1 | US20150046338A1 | US20150032627A1 | US20150052063A1 | US20140025958A1 | US20150058145A1 | US20160132873A1 | US20140074637A1 | US20150127529A1";12;2;NA;0;NA;"EN";"US20160267464A1 Alive | US10579983B2 Alive";"20160915US20160267458A1";593;277;"100.0";358;35;332
"US10558970B2";2020;2017;2017;"T01 E |  W01 E";"PAYPAL INC.,San Jose,CA,US";"Babcock Patrick,San Jose,CA,US | Jamkhedkar Prashant,San Jose,CA,US | Ranganathan Aravindan,San Jose,CA,US";"BABCOCK P | JAMKHEDKAR P | RANGANATHAN A";3;"US";"B2";2020-02-11;"6668 Days , (18 Years, 3 Months)";"Alive";"02";2017-10-26;"10";"2017-10-26";"10 | 10";"2017";"US15794594A,2017-10-26";"G06Q002010 | G06Q002032";"G06";"G06Q0020";"G";"G06Q";"G06Q002010, G06Q002032";"G06Q00203226 | G06Q002010 | G06Q0020405";"G06Q00203226";"G06Q00203226";"G06";"T01-J05B4P | T01-M06A1 | T01-N01A1 | T01-S03 | W01-C01D3C | W01-C01G8S";"US20080109319A1 | WO2005038623A2 | US20070272736A1 | US6253998B1";4;2;NA;0;NA;"EN";"US20190130383A1 Alive | US10558970B2 Alive";"20190502US20190130383A1";594;277;"100.0";321;319;334
"US10552821B2";2020;2016;2016;"T01 E |  T05 E |  W01 E";"PAYPAL INC.,San Jose,CA,US";"Chatterton Geoffrey W.,Santa Clara,CA,US";"CHATTERTON G W";1;"US";"B2";2020-02-04;"6777 Days , (18 Years, 6 Months)";"Alive";"02";2016-01-13;"01";"2016-01-13";"01 | 01";"2016";"US14995093A,2016-01-13";"G06K001906 | G06Q002030 | G06Q002032";"G06";"G06K0019, G06Q0020";"G";"G06K, G06Q";"G06K001906, G06Q002030, G06Q002032";"G06Q00203224 | G06Q00203278 | G06K001906187 | G06Q002030 | G06Q0020327";"G06Q00203224 | G06Q00203278";"G06Q00203224";"G06";"T01-C03C | T01-J05B4P | T01-N01A1 | T01-N02A1 | T01-S03 | T05-L02 | W01-A07G";"US20150332242A1 | US20160057626A1 | US20110010470A1 | US9639907B2 | US20050149204A1 | US8095631B2 | US20160203680A1 | US20150199668A1";8;0;NA;0;NA;"EN";"US20170200144A1 Alive | US10552821B2 Alive";"20170713US20170200144A1";595;454;"100.0";542;537;293
"EP2951762A4";2016;2013;2014;NA;"PAYPAL INC";"LARACEY KEVIN";NA;1;"EP";"A4";2016-08-10;NA;"Alive";"08";2014-01-30;"01";"2013-01-30 | 2014-01-30";"01 | 01";"2013 | 2014";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"WO2012088512A2";1;3;NA;0;"EP R AL;AT;BE;BG;CH;CY;CZ;DE;DK;EE;ES;FI;FR;GB;GR;HR;HU;IE;IS;IT;LI;LT;LU;LV;MC;MK;MT;NL;NO;PL;PT;RO;RS;SE;SI;SK;SM;TR";"EN";NA;"20111013CA2795766A1";596;10;"59.78";10;10;NA
"EP3155572A4";2018;2014;2015;"T01 E";"PAYPAL INC";"RANADIVE ABHIJEET ARVIND | METTLER MICHAEL | WHIPPLE THOMAS | MILLS BENJAMIN";"METTLER M | MILLS B | RANADIVE A A | WHIPPLE T";4;"EP";"A4";2018-01-17;"0 Years";"Dead";"01";2015-03-27;"03";"2014-06-16 | 2015-03-27";"06 | 03 | 06 | 03";"2014 | 2015";NA;"G06F002131 | G06F002134 | G06F002144 | G06Q002032";"G06";"G06F0021, G06Q0020";"G";"G06F, G06Q";"G06F002131, G06F002134, G06F002144, G06Q002032";"G06F002134 | G06F22212139";"G06F002134";"G06F002131 | G06F002134";"G06";"T01-J12C | T01-N02B1B | T01-S03";"WO2013189934A1 | US20080238709A1 | US20130340052A1 | US20080046753A1";4;1;NA;0;"EP R AL;AT;BE;BG;CH;CY;CZ;DE;DK;EE;ES;FI;FR;GB;GR;HR;HU;IE;IS;IT;LI;LT;LU;LV;MC;MK;MT;NL;NO;PL;PT;RO;RS;SE;SI;SK;SM;TR";"EN";"US20150363581A1 Alive | WO2015195180A1 Dead | DE212015000154U1 Alive | EP3155572A1 Dead | CN106605246A Alive | US9858405B2 Alive | EP3155572A4 Dead";"20151217US20150363581A1";597;10;"2.23";137;131;NA
"US9858405B2";2018;2014;2014;"T01 E";"PAYPAL INC.,San Jose,CA,US";"Ranadive Abhijeet Arvind,San Jose,CA,US | Mettler Michael,San Francisco,CA,US | Whipple Thomas,San Jose,CA,US | Mills Benjamin,San Jose,CA,US";"METTLER M | MILLS B | RANADIVE A A | WHIPPLE T";4;"US";"B2";2018-01-02;"5351 Days , (14 Years, 7 Months)";"Alive";"01";2014-06-16;"06";"2014-06-16";"06 | 06 | 03";"2014 | 2015";"US14306036A,2014-06-16";"G06F002131 | G06F002134 | G06F002144 | G06Q002032";"G06";"G06F0021, G06Q0020";"G";"G06F, G06Q";"G06F002131, G06F002134, G06F002144, G06Q002032";"G06F002134 | G06F22212139";"G06F002134";"G06F002131 | G06F002134";"G06";"T01-J12C | T01-N02B1B | T01-S03";"US6510236B1 | US20130086669A1 | US20130263285A1 | US20130340052A1 | WO2013189934A1";5;0;"US10305863B2 | US10311222B2";2;NA;"EN";"US20150363581A1 Alive | WO2015195180A1 Dead | DE212015000154U1 Alive | EP3155572A1 Dead | CN106605246A Alive | US9858405B2 Alive | EP3155572A4 Dead";"20151217US20150363581A1";5971;1161;"100.0";2051;1943;297
"EP3155572A1";2017;2014;2015;"T01 E";"PayPal Inc.,San Jose CA 95131,US,100789862";"RANADIVE Abhijeet Arvind,San Jose, California 95125,US | METTLER Michael,San Jose, California 95125,US | WHIPPLE Thomas,San Jose, California 95125,US | MILLS Benjamin,San Jose, California 95125,US";"METTLER M | MILLS B | RANADIVE A A | WHIPPLE T";4;"EP";"A1";2017-04-19;"0 Years";"Dead";"04";2015-03-27;"03";"2014-06-16 | 2015-03-27";"06 | 03 | 06 | 03";"2014 | 2015";NA;"G06F002131 | G06F002134 | G06F002144 | G06Q002032";"G06";"G06F0021, G06Q0020";"G";"G06F, G06Q";"G06F002131, G06F002134, G06F002144, G06Q002032";"G06F002134 | G06F22212139";"G06F002134";"G06F002131 | G06F002134";"G06";"T01-J12C | T01-N02B1B | T01-S03";"US20080238709A1 | US20080046753A1 | US20130340052A1 | WO2013189934A1";4;1;NA;0;"EP R AL;AT;BE;BG;CH;CY;CZ;DE;DK;EE;ES;FI;FR;GB;GR;HR;HU;IE;IS;IT;LI;LT;LU;LV;MC;MK;MT;NL;NO;PL;PT;RO;RS;SE;SI;SK;SM;TR";"EN";"US20150363581A1 Alive | WO2015195180A1 Dead | DE212015000154U1 Alive | EP3155572A1 Dead | CN106605246A Alive | US9858405B2 Alive | EP3155572A4 Dead";"20151217US20150363581A1";5972;10;"2.05";137;131;NA
"US10346827B2";2019;2015;2015;"T01 E |  U14 E";"PAYPAL INC.,San Jose,CA,US";"Todasco Michael Charles,Santa Clara,CA,US";"TODASCO M C";1;"US";"B2";2019-07-09;"6203 Days , (16 Years, 11 Months)";"Alive";"07";2015-12-17;"12";"2015-12-17";"12 | 12";"2015";"US14973559A,2015-12-17";"G06Q002032 | G06Q002036 | G09G000332 | G09G000336";"G06, G09";"G06Q0020, G09G0003";"G";"G06Q, G09G";"G06Q002032, G06Q002036, G09G000332, G09G000336";"G06Q0020367 | G06Q00200453 | G06Q00203278 | G06Q0020352 | G06Q00203563 | G06Q0020389 | G07F00070846";"G06Q0020367";"G06Q0020327";"G06, G07, G09";"T01-C03C | T01-C04C | T01-N01A1 | T01-N02A3C | T01-N02B1B | T01-S03 | U14-K01";"US20110279242A1 | US20160267486A1 | US20120024945A1 | US20160034996A1 | US8830160B2 | US20130087627A1 | US20160104161A1 | US7975927B1 | US20120325905A1 | US8517279B2";10;0;NA;0;NA;"EN";"US20170178115A1 Alive | US10346827B2 Alive";"20170622US20170178115A1";598;277;"100.0";321;319;318
"US10332096B2";2019;2015;2015;"T01 E |  W01 E";"PayPal Inc.,San Jose,CA,US";"Tilahun Yoseph,San Jose,CA,US | Rosen Jan,San Jose,CA,US";"ROSEN J | TILAHUN Y";2;"US";"B2";2019-06-25;"6406 Days , (17 Years, 6 Months)";"Alive";"06";2015-07-27;"07";"2015-07-27";"07 | 07";"2015";"US14810353A,2015-07-27";"G06Q002032 | G06Q003002 | H04W004024";"G06, H04";"G06Q0020, G06Q0030, H04W0040";"G, H";"G06Q, H04W";"G06Q002032, G06Q003002, H04W004024";"G06Q00203223 | G06Q00203224 | G06Q00203278 | G06Q00300261 | H04W0040244";"G06Q00203223";"G06Q00203223";"G06, H04";"T01-M06S | T01-N01A1 | T01-N02A3C | T01-N02B1B | W01-A06C4";"US20130191789A1 | US8792862B1 | US20110273380A1 | US20130124346A1 | US20160044450A1 | US9947003B2 | US20080139306A1 | US20160092859A1 | US20160063576A1 | US10134032B2 | US20140279508A1 | US20150081474A1 | US20160092943A1 | US20160094946A1 | US20150373762A1 | US20160171486A1 | US20150379506A1 | US20140370863A1 | US20160140541A1 | US8934940B1 | US20130066749A1 | US20150019432A1 | US20150199672A1 | US20160283056A1 | US20160292784A1 | US20160019512A1 | US20150120475A1 | US20160055474A1 | US9326226B2 | US20150186874A1 | US20150332248A1 | US9378494B2 | US20110251954A1 | US9032498B1 | US9317976B2 | US9717108B2 | US20120254032A1 | US20160092966A1 | US20170006434A1 | US20170148060A1 | US20160063476A1 | US9361618B2 | US9589263B2 | US9652759B2 | US10127542B2 | US20150356610A1";46;1;NA;0;NA;"EN";"US20170032354A1 Alive | US10332096B2 Alive";"20170202US20170032354A1";599;454;"100.0";1241;1131;242
"US9990624B2";2018;2015;2015;"T01 E |  W01 E";"PayPal Inc.,San Jose,CA,US";"Todasco Michael Charles,Santa Clara,CA,US";"TODASCO M C";1;"US";"B2";2018-06-05;"5919 Days , (16 Years, 2 Months)";"Alive";"06";2015-05-05;"05";"2015-05-05";"05 | 05";"2015";"US14704256A,2015-05-05";"G06Q002032 | G06Q002040";"G06";"G06Q0020";"G";"G06Q";"G06Q002032, G06Q002040";"G06Q00203224 | G06Q00203223 | G06Q002040";"G06Q00203224";"G06Q00203224";"G06";"T01-J05B4P | T01-N01A1 | T01-N01D3 | T01-N02A2C | T01-N02A3 | T01-S03 | W01-C01D3C | W01-C01G8S";"US20120284174A1 | US9824376B1 | US20130288798A1 | US20160132863A1 | US9628950B1 | US20110238553A1 | US20140258121A1 | WO2012112413A1";8;2;NA;0;NA;"EN";"US20160328696A1 Alive | US9990624B2 Alive";"20161110US20160328696A1";600;277;"100.0";615;568;235
"US9558485B2";2017;2008;2008;"T01 E |  T05 E |  W01 E";"PAYPAL INC.,San Jose,CA,US";"Griffin Kent,Mountain View,CA,US | Stone Carl B.,Campbell,CA,US";"GRIFFIN K | STONE C B";2;"US";"B2";2017-01-31;"4574 Days , (12 Years, 6 Months)";"Alive";"01";2008-09-30;"09";"2008-01-30 | 2008-03-07";"01 | 03 | 01 | 03 | 09";"2008";"US2008242627A,2008-09-30 | US200834890P,2008-03-07 | US200824758P,2008-01-30";"G06Q002010 | G06Q002032 | G06Q002038 | G06Q002040 | G06Q002042 | G06Q003006 | G06Q004000 | G07F001732 | H04B000500 | H04L002906 | H04L002908 | H04W001206";"G06, G07, H04";"G06Q0020, G06Q0030, G06Q0040, G07F0017, H04B0005, H04L0029, H04W0012";"G, H";"G06Q, G07F, H04B, H04L, H04W";"G06Q002010, G06Q002032, G06Q002038, G06Q002040, G06Q002042, G06Q003006, G06Q004000, G07F001732, H04B000500, H04L002906, H04L002908, H04W001206";"G06Q002010 | G06Q0020105 | G06Q00203278 | G06Q0020102 | G06Q0020108 | G06Q0020223 | G06Q0020322 | G06Q00203821 | G06Q00203829 | G06Q002040 | G06Q00204012 | G06Q0020425 | G06Q003006 | G06Q00300601 | G06Q004000 | G07F001732 | H04B000500 | H04L006704 | H04W000450 | H04W000480 | H04W001206 | H04L006306";"G06Q002010 | G06Q0020105 | G06Q00203278";"G06Q00203278";"G06, G07, H04";"T01-N01A1 | T01-N01D | T01-N02A2E | T05-L02 | W01-C01D3C | W01-C01P2";"US7635084B2 | US20080079573A1 | US20080177668A1 | US20020023215A1 | US6850916B1 | US7107246B2 | US7330714B2 | US6282656B1 | US6175922B1 | US6594759B1";10;0;NA;0;NA;"EN";"US20090192937A1 Alive | US9558485B2 Alive";"20090730US20090191811A1";601;63;"100.0";4369;3816;230
"US10127542B2";2018;2014;2015;"T01 E |  W06 E";"PAYPAL INC.,San Jose,CA,US";"Syed Mobeen,San Jose,CA,US";"SYED M";1;"US";"B2";2018-11-13;"6104 Days , (16 Years, 8 Months)";"Alive";"11";2015-04-28;"04";"2014-04-29";"04 | 04 | 04";"2014 | 2015";"US2014985942P,2014-04-29 | US14697926A,2015-04-28";"G06Q002032 | G06Q002038";"G06";"G06Q0020";"G";"G06Q";"G06Q002032, G06Q002038";"G06Q0020322 | G06Q0020327 | G06Q0020382";"G06Q0020322";"G06Q0020322";"G06";"T01-C03A | T01-C03C | T01-J17 | T01-N01A1 | T01-N01D | T01-N02A3 | T01-S03 | W06-A01";"US20150248702A1 | US20070175978A1 | US7209903B1 | US20130013502A1 | US20130110658A1";5;0;"US10332096B2";1;NA;"EN";"US20150310417A1 Alive | US10127542B2 Alive";"20151029US20150310417A1";602;1514;"100.0";873;1006;347
"US10445723B2";2019;2010;2013;"T01 E |  W01 E";"PayPal Inc.,San Jose,CA,US";"Laracey Kevin,Natick,MA,US";"LARACEY K";1;"US";"B2";2019-10-15;"4261 Days , (11 Years, 7 Months)";"Alive";"10";2013-05-14;"05";"2010-04-09 | 2010-07-08 | 2010-07-30 | 2010-12-23 | 2011-12-23 | 2011-12-30 | 2012-05-14 | 2012-05-24 | 2012-12-31 | 2013-02-15";"04 | 07 | 07 | 12 | 12 | 12 | 05 | 05 | 12 | 02 | 04 | 07 | 07 | 12 | 12 | 12 | 05 | 05 | 12 | 02 | 05";"2010 | 2011 | 2012 | 2013";"US13893978A,2013-05-14 | US2012651177P,2012-05-24 | US2012646523P,2012-05-14 | US2011582010P,2011-12-30 | US2010426731P,2010-12-23 | US2010362567P,2010-07-08 | US2010322477P,2010-04-09 | US13768156A,2013-02-15 | US13731348A,2012-12-31 | US2010846911A,2010-07-30 | US13336574A,2011-12-23 | US2010846911A,2010-07-30 | US2010846911A,2010-07-30";"G06Q002032 | G06Q002038 | G06Q002040";"G06";"G06Q0020";"G";"G06Q";"G06Q002032, G06Q002038, G06Q002040";"G06Q00203278 | G06Q0020327 | G06Q00203821 | G06Q0020401";"G06Q00203278";"G06Q00203278";"G06";"T01-J05A | T01-N01A1 | W01-C01D3C | W01-C01R";"US5739512A | US7992776B1 | US20080034221A1 | US20130110654A1 | US20130110728A1 | EP1264259B1 | JP2003141402A | JP2007034941A | JP2012046694A | EP1264259A1 | US20090006650A1 | US20030004737A1 | US20060105742A1 | US20060206709A1 | US20100017327A1 | US20120187187A1 | JP2004326348A | JP2008217277A | KR2006084520A | KR2011039946A | WO2010035224A2 | US20050222961A1 | US20090111378A1 | JP2002032686A | JP2002109421A | WO2001063546A1 | US20130173474A1 | US20070278290A1 | US20090307140A1 | US20090011137A1 | US7483858B2 | US7040533B1 | US20070295805A1 | US20090254479A1 | US20110238573A1 | JP2004246536A | JP2005157426A | JP2008129787A | JP2009276838A | US20080048022A1 | US20080222048A1 | US20100125510A1 | US20110251892A1 | US20130124411A1 | JP2005276023A | JP2006277715A | WO2008153096A1 | WO2010125577A1 | US20100082485A1 | US20030110717A1 | US20050203854A1 | US20090066509A1 | US20090153327A1 | US20100090810A1 | US20130110676A1 | US20130110727A1 | JP2006099713A | JP2007299316A | JP2008242828A | JP2009080729A | US20080155258A1 | US20100008244A1 | US7379921B1 | US10242368B1 | US20040044621A1 | US20130132234A1 | JP2006243842A | KR2010018744A | WO2011153281A2 | US20090144550A1 | US20080252415A1 | US20090325484A1 | US9741028B2 | US20070255620A1 | US20110055084A1 | US20110066550A1 | US20130080276A1";77;19;NA;0;NA;"EN";"US20130311313A1 Alive | US20160292667A9 Alive | US10445723B2 Alive";"20111013CA2795766A1";603;1868;"100.0";4516;416;336
